;IBERDROLA;SANTANDER;INDITEX
24/06/2021;8,57;3,32;30,86
25/06/2021;8,48;3,36;30,79
28/06/2021;8,47;3,26;29,98
29/06/2021;8,56;3,27;29,96
30/06/2021;8,41;3,22;29,71
01/07/2021;8,48;3,29;29,97
02/07/2021;8,57;3,22;29,74
05/07/2021;8,54;3,27;29,97
06/07/2021;8,65;3,16;29,70
07/07/2021;8,74;3,15;29,70
08/07/2021;8,57;3,06;29,15
09/07/2021;8,62;3,13;29,73
12/07/2021;8,74;3,14;29,76
13/07/2021;8,72;3,08;29,32
14/07/2021;8,64;3,10;29,29
15/07/2021;8,58;3,12;27,70
16/07/2021;8,64;3,04;28,09
19/07/2021;8,50;2,93;27,50
20/07/2021;8,51;2,95;27,77
21/07/2021;8,57;3,07;28,41
22/07/2021;8,70;3,08;28,40
23/07/2021;8,75;3,13;28,84
26/07/2021;8,69;3,19;28,87
27/07/2021;8,59;3,16;28,38
28/07/2021;8,64;3,06;28,53
29/07/2021;8,68;3,14;28,63
30/07/2021;8,52;3,09;28,59
02/08/2021;8,53;3,07;29,10
03/08/2021;8,62;3,10;28,87
04/08/2021;8,58;3,14;28,65
05/08/2021;8,54;3,15;28,78
06/08/2021;8,53;3,23;28,66
09/08/2021;8,54;3,24;28,63
10/08/2021;8,52;3,26;28,79
11/08/2021;8,56;3,30;29,34
12/08/2021;8,50;3,28;29,75
13/08/2021;8,52;3,26;29,98
16/08/2021;8,57;3,20;29,46
17/08/2021;8,62;3,14;29,21
18/08/2021;8,77;3,16;29,60
19/08/2021;8,94;3,07;29,13
20/08/2021;9,03;3,08;29,79
23/08/2021;8,95;3,12;29,80
24/08/2021;8,88;3,11;29,71
25/08/2021;8,83;3,20;29,20
26/08/2021;8,79;3,16;28,83
27/08/2021;8,77;3,17;28,96
30/08/2021;8,77;3,12;28,91
31/08/2021;8,80;3,13;28,91
01/09/2021;8,88;3,18;29,80
02/09/2021;8,91;3,14;29,80
03/09/2021;8,86;3,08;29,57
06/09/2021;8,74;3,11;29,75
07/09/2021;8,71;3,14;29,75
08/09/2021;8,68;3,06;29,74
09/09/2021;8,62;3,06;29,46
10/09/2021;8,45;3,04;29,42
13/09/2021;8,60;3,11;29,50
14/09/2021;8,46;3,09;30,18
15/09/2021;7,97;3,09;29,68
16/09/2021;7,86;3,10;31,25
17/09/2021;7,85;3,04;31,71
20/09/2021;7,77;2,89;31,77
21/09/2021;7,83;2,90;32,41
22/09/2021;7,76;2,99;32,19
23/09/2021;7,80;3,08;32,04
24/09/2021;7,73;3,10;31,66
27/09/2021;7,71;3,20;32,26
28/09/2021;7,53;3,08;31,24
29/09/2021;7,50;3,16;32,19
30/09/2021;7,29;3,14;31,82
01/10/2021;7,32;3,12;32,02
04/10/2021;7,25;3,13;31,65
05/10/2021;7,37;3,26;32,19
06/10/2021;7,38;3,24;30,72
07/10/2021;7,90;3,33;31,50
08/10/2021;7,92;3,35;31,32
11/10/2021;7,78;3,35;30,81
12/10/2021;7,85;3,38;30,35
13/10/2021;7,95;3,28;30,40
14/10/2021;8,05;3,28;30,38
15/10/2021;7,93;3,35;31,15
18/10/2021;7,88;3,33;31,21
19/10/2021;8,09;3,36;31,74
20/10/2021;8,25;3,36;31,48
21/10/2021;8,18;3,31;31,30
22/10/2021;8,15;3,28;30,76
25/10/2021;8,10;3,32;30,71
26/10/2021;8,29;3,36;30,89
27/10/2021;8,43;3,26;30,82
28/10/2021;8,60;3,28;31,05
29/10/2021;8,57;3,28;31,24
01/11/2021;8,64;3,34;32,04
02/11/2021;8,64;3,29;31,73
03/11/2021;8,51;3,31;31,49
04/11/2021;8,56;3,24;32,19
05/11/2021;8,62;3,28;32,27
08/11/2021;8,50;3,24;31,47
09/11/2021;8,47;3,19;31,89
10/11/2021;8,52;3,21;32,28
11/11/2021;8,49;3,22;31,77
12/11/2021;8,45;3,19;31,80
15/11/2021;8,55;3,21;31,83
16/11/2021;8,55;3,21;31,73
17/11/2021;8,55;3,20;31,55
18/11/2021;8,52;3,14;31,81
19/11/2021;8,46;3,06;30,47
22/11/2021;8,41;3,10;31,04
23/11/2021;8,42;3,06;31,88
24/11/2021;8,46;3,03;31,11
25/11/2021;8,61;3,06;30,76
26/11/2021;8,34;2,78;29,24
29/11/2021;8,32;2,78;29,67
30/11/2021;8,31;2,75;27,86
01/12/2021;8,44;2,82;29,11
02/12/2021;8,08;2,79;28,40
03/12/2021;8,13;2,76;27,85
06/12/2021;8,36;2,81;28,62
07/12/2021;8,44;2,82;29,66
08/12/2021;8,40;2,75;28,80
09/12/2021;8,28;2,72;28,28
10/12/2021;8,17;2,70;28,40
13/12/2021;8,22;2,66;28,24
14/12/2021;8,18;2,69;28,94
15/12/2021;8,21;2,66;27,43
16/12/2021;8,29;2,77;27,83
17/12/2021;8,18;2,78;27,81
20/12/2021;8,17;2,75;27,62
21/12/2021;8,31;2,81;27,83
22/12/2021;8,34;2,82;28,04
23/12/2021;8,46;2,90;28,15
24/12/2021;8,46;2,90;28,15
27/12/2021;8,41;2,92;28,22
28/12/2021;8,63;2,93;28,20
29/12/2021;8,63;2,92;28,19
30/12/2021;8,73;2,94;28,53
31/12/2021;8,73;2,94;28,53
03/01/2022;8,76;2,95;28,66
04/01/2022;8,71;3,03;28,51
05/01/2022;8,65;3,04;28,46
06/01/2022;8,60;3,09;28,27
07/01/2022;8,60;3,11;27,66
10/01/2022;8,55;3,12;27,68
11/01/2022;8,55;3,12;27,94
12/01/2022;8,52;3,11;27,89
13/01/2022;8,54;3,13;27,88
14/01/2022;8,47;3,17;27,77
17/01/2022;8,57;3,16;27,91
18/01/2022;8,49;3,14;27,85
19/01/2022;8,53;3,13;28,59
20/01/2022;8,72;3,13;28,50
21/01/2022;8,65;3,08;28,10
24/01/2022;8,50;2,94;27,15
25/01/2022;8,45;3,02;27,36
26/01/2022;8,53;3,14;27,56
27/01/2022;8,70;3,20;27,33
28/01/2022;8,63;3,15;27,03
31/01/2022;8,67;3,09;26,74
01/02/2022;8,71;3,17;27,03
02/02/2022;8,65;3,18;26,41
03/02/2022;8,45;3,30;25,82
04/02/2022;8,27;3,25;25,04
07/02/2022;8,10;3,29;24,80
08/02/2022;8,01;3,37;25,49
09/02/2022;8,15;3,43;25,94
10/02/2022;8,15;3,48;26,23
11/02/2022;8,06;3,48;25,75
14/02/2022;7,80;3,35;25,33
15/02/2022;8,02;3,42;25,20
16/02/2022;8,03;3,38;25,43
17/02/2022;8,02;3,34;25,46
18/02/2022;7,92;3,32;25,35
21/02/2022;7,78;3,29;25,12
22/02/2022;7,87;3,28;24,65
23/02/2022;7,97;3,24;24,61
24/02/2022;8,04;2,99;23,66
25/02/2022;8,46;3,12;24,24
28/02/2022;8,68;2,98;23,60
01/03/2022;8,15;2,83;22,79
02/03/2022;8,17;2,93;22,74
03/03/2022;7,73;2,87;21,16
04/03/2022;7,64;2,72;20,36
07/03/2022;7,84;2,63;19,88
08/03/2022;8,05;2,70;21,20
09/03/2022;8,36;2,89;22,64
10/03/2022;8,25;2,85;21,57
11/03/2022;8,38;2,86;21,76
14/03/2022;8,41;2,96;22,23
15/03/2022;8,40;2,98;21,91
16/03/2022;8,34;3,16;21,37
17/03/2022;8,36;3,14;21,05
18/03/2022;8,32;3,12;20,88
21/03/2022;8,32;3,13;21,01
22/03/2022;8,38;3,18;20,96
23/03/2022;8,09;3,13;20,99
24/03/2022;8,14;3,06;20,65
25/03/2022;8,13;3,06;20,80
28/03/2022;8,32;3,08;20,52
29/03/2022;8,51;3,25;21,28
30/03/2022;8,48;3,14;20,82
31/03/2022;8,46;3,10;19,78
01/04/2022;8,46;3,18;20,11
04/04/2022;8,55;3,19;19,88
05/04/2022;8,94;3,14;20,03
06/04/2022;9,16;3,04;19,74
07/04/2022;8,95;3,04;20,00
08/04/2022;9,22;3,12;20,16
11/04/2022;9,02;3,16;20,13
12/04/2022;8,94;3,13;20,10
13/04/2022;8,86;3,12;20,26
14/04/2022;8,96;3,15;20,54
15/04/2022;8,96;3,15;20,54
18/04/2022;8,96;3,15;20,54
19/04/2022;8,93;3,16;20,77
20/04/2022;9,06;3,21;20,86
21/04/2022;8,97;3,23;21,09
22/04/2022;8,90;3,17;20,32
25/04/2022;9,03;3,05;20,25
26/04/2022;8,99;2,85;20,26
27/04/2022;9,17;2,82;20,31
28/04/2022;9,46;2,75;20,14
29/04/2022;9,39;2,82;20,10
02/05/2022;9,31;2,74;20,14
03/05/2022;9,41;2,82;20,47
04/05/2022;9,39;2,77;20,34
05/05/2022;9,22;2,69;20,88
06/05/2022;9,10;2,65;20,25
09/05/2022;9,05;2,60;20,07
10/05/2022;9,00;2,63;19,71
11/05/2022;9,28;2,69;19,95
12/05/2022;9,07;2,65;20,09
13/05/2022;9,11;2,73;20,54
16/05/2022;9,20;2,70;20,72
17/05/2022;9,20;2,78;20,90
18/05/2022;9,28;2,74;20,80
19/05/2022;9,18;2,74;20,31
20/05/2022;9,47;2,74;20,42
23/05/2022;9,51;2,85;20,66
24/05/2022;9,49;2,89;20,38
25/05/2022;9,74;2,95;20,59
26/05/2022;9,63;3,02;21,65
27/05/2022;9,64;3,04;22,29
30/05/2022;9,48;3,08;22,49
31/05/2022;9,41;3,01;22,39
01/06/2022;9,25;2,99;22,23
02/06/2022;9,20;2,98;22,19
03/06/2022;9,22;2,96;22,07
06/06/2022;9,30;3,04;22,00
07/06/2022;9,24;3,00;22,22
08/06/2022;9,16;2,99;23,63
09/06/2022;9,03;2,91;23,75
10/06/2022;8,79;2,70;22,80
13/06/2022;8,61;2,61;22,57
14/06/2022;8,42;2,62;22,51
15/06/2022;8,52;2,69;22,55
16/06/2022;8,43;2,64;22,11
17/06/2022;8,41;2,70;21,74
20/06/2022;8,54;2,79;21,99
21/06/2022;8,31;2,80;22,07
22/06/2022;8,07;2,81;21,75
23/06/2022;8,37;2,72;21,47
24/06/2022;8,58;2,76;21,93
27/06/2022;8,46;2,77;21,82
28/06/2022;8,68;2,78;21,86
29/06/2022;8,59;2,74;21,91
30/06/2022;8,44;2,69;21,59
01/07/2022;8,82;2,68;21,97
04/07/2022;8,76;2,68;22,06
05/07/2022;8,64;2,57;21,77
06/07/2022;8,76;2,53;22,62
07/07/2022;8,82;2,62;23,15
08/07/2022;8,69;2,61;23,33
11/07/2022;8,90;2,56;23,10
12/07/2022;8,88;2,47;23,83
13/07/2022;8,67;2,45;23,43
14/07/2022;8,52;2,34;23,41
15/07/2022;8,60;2,41;24,23
18/07/2022;8,58;2,41;24,38
19/07/2022;8,63;2,51;25,01
20/07/2022;8,57;2,46;24,75
21/07/2022;8,59;2,45;24,75
22/07/2022;8,76;2,43;24,56
25/07/2022;8,75;2,46;24,51
26/07/2022;8,83;2,44;23,85
27/07/2022;8,99;2,49;23,73
28/07/2022;9,07;2,43;23,60
29/07/2022;9,14;2,44;23,69
01/08/2022;9,13;2,39;23,87
02/08/2022;9,16;2,38;23,64
03/08/2022;9,12;2,43;23,96
04/08/2022;9,20;2,46;24,26
05/08/2022;9,19;2,50;24,09
08/08/2022;9,32;2,55;25,15
09/08/2022;9,41;2,56;24,64
10/08/2022;9,41;2,61;25,22
11/08/2022;9,43;2,64;25,37
12/08/2022;9,41;2,67;25,37
15/08/2022;9,51;2,64;25,55
16/08/2022;9,59;2,66;25,87
17/08/2022;9,60;2,62;25,34
18/08/2022;9,56;2,62;25,04
19/08/2022;9,59;2,53;24,78
22/08/2022;9,63;2,50;24,15
23/08/2022;9,52;2,50;23,68
24/08/2022;9,57;2,47;23,60
25/08/2022;9,65;2,45;23,14
26/08/2022;9,58;2,41;22,27
29/08/2022;9,45;2,41;22,02
30/08/2022;9,33;2,45;22,14
31/08/2022;9,10;2,42;21,55
01/09/2022;9,21;2,38;21,25
02/09/2022;9,26;2,43;21,70
05/09/2022;9,30;2,40;21,25
06/09/2022;9,18;2,41;21,49
07/09/2022;9,37;2,38;21,44
08/09/2022;9,43;2,45;21,19
09/09/2022;9,39;2,54;21,47
12/09/2022;9,48;2,64;22,38
13/09/2022;9,48;2,58;21,95
14/09/2022;9,30;2,59;22,78
15/09/2022;9,23;2,68;22,42
16/09/2022;9,26;2,65;22,45
19/09/2022;9,22;2,64;22,49
20/09/2022;9,09;2,64;21,86
21/09/2022;9,20;2,58;22,06
22/09/2022;9,08;2,60;21,88
23/09/2022;8,93;2,52;21,04
26/09/2022;8,77;2,50;21,00
27/09/2022;8,58;2,43;21,18
28/09/2022;8,60;2,44;21,39
29/09/2022;8,44;2,38;21,00
30/09/2022;8,40;2,40;21,28
03/10/2022;8,52;2,46;21,30
04/10/2022;8,65;2,64;22,08
05/10/2022;8,58;2,58;21,87
06/10/2022;8,49;2,55;21,74
07/10/2022;8,39;2,53;21,54
10/10/2022;8,31;2,50;21,76
11/10/2022;8,19;2,46;22,08
12/10/2022;8,07;2,42;22,04
13/10/2022;8,08;2,50;22,02
14/10/2022;8,22;2,53;21,87
17/10/2022;8,47;2,57;22,38
18/10/2022;8,45;2,62;22,75
19/10/2022;8,38;2,63;22,73
20/10/2022;8,37;2,67;22,99
21/10/2022;8,35;2,66;22,29
24/10/2022;8,49;2,72;22,90
25/10/2022;8,65;2,74;23,61
26/10/2022;8,88;2,65;23,77
27/10/2022;8,93;2,63;23,74
28/10/2022;8,98;2,66;23,47
31/10/2022;9,01;2,62;22,94
01/11/2022;9,00;2,64;23,44
02/11/2022;8,97;2,62;23,26
03/11/2022;8,88;2,59;22,78
04/11/2022;8,77;2,67;23,55
07/11/2022;8,77;2,66;23,60
08/11/2022;8,81;2,65;23,93
09/11/2022;9,00;2,61;24,32
10/11/2022;9,22;2,55;24,46
11/11/2022;9,07;2,53;24,20
14/11/2022;9,20;2,57;24,35
15/11/2022;9,18;2,61;24,43
16/11/2022;9,19;2,58;23,86
17/11/2022;9,20;2,53;23,62
18/11/2022;9,28;2,61;24,12
21/11/2022;9,32;2,69;24,43
22/11/2022;9,44;2,78;24,64
23/11/2022;9,43;2,77;24,96
24/11/2022;9,46;2,79;25,06
25/11/2022;9,48;2,83;24,96
28/11/2022;9,43;2,80;24,76
29/11/2022;9,34;2,84;24,92
30/11/2022;9,45;2,85;24,86
01/12/2022;9,57;2,82;25,17
02/12/2022;9,51;2,81;25,29
05/12/2022;9,55;2,81;25,02
06/12/2022;9,56;2,81;24,77
07/12/2022;9,57;2,80;24,79
08/12/2022;9,56;2,77;24,41
09/12/2022;9,64;2,79;24,48
12/12/2022;9,64;2,77;24,24
13/12/2022;9,64;2,80;24,76
14/12/2022;9,69;2,77;25,52
15/12/2022;9,56;2,70;24,84
16/12/2022;9,39;2,72;24,32
19/12/2022;9,45;2,72;24,51
20/12/2022;9,48;2,81;24,54
21/12/2022;9,58;2,85;25,10
22/12/2022;9,58;2,81;25,12
23/12/2022;9,54;2,80;24,94
26/12/2022;9,54;2,80;24,94
27/12/2022;9,56;2,82;25,11
28/12/2022;9,58;2,80;24,96
29/12/2022;9,66;2,82;25,20
30/12/2022;9,58;2,80;24,85
02/01/2023;9,65;2,85;25,60
03/01/2023;9,62;2,86;25,38
04/01/2023;9,74;2,96;26,15
05/01/2023;9,69;2,97;26,32
06/01/2023;9,72;3,05;26,81
09/01/2023;9,66;3,02;26,90
10/01/2023;9,62;3,04;26,74
11/01/2023;9,71;3,01;27,27
12/01/2023;9,78;3,08;27,53
13/01/2023;9,71;3,14;27,49
16/01/2023;9,71;3,10;27,48
17/01/2023;9,71;3,11;27,42
18/01/2023;9,63;3,13;27,55
19/01/2023;9,63;3,05;26,90
20/01/2023;9,63;3,10;27,17
23/01/2023;9,64;3,10;27,28
24/01/2023;9,67;3,10;27,50
25/01/2023;9,69;3,09;27,73
26/01/2023;9,66;3,19;28,30
27/01/2023;9,63;3,17;28,40
30/01/2023;9,61;3,20;28,56
31/01/2023;9,58;3,20;28,62
01/02/2023;9,58;3,25;28,83
02/02/2023;9,57;3,43;29,00
03/02/2023;9,57;3,50;29,14
06/02/2023;9,53;3,45;28,79
07/02/2023;9,51;3,52;28,71
08/02/2023;9,49;3,53;28,86
09/02/2023;9,49;3,50;29,03
10/02/2023;9,46;3,45;27,70
13/02/2023;9,54;3,48;28,13
14/02/2023;9,58;3,50;28,29
15/02/2023;9,68;3,47;28,57
16/02/2023;9,65;3,55;28,47
17/02/2023;9,71;3,52;28,80
20/02/2023;9,72;3,51;28,59
21/02/2023;9,77;3,52;28,44
22/02/2023;9,77;3,47;28,49
23/02/2023;9,72;3,52;28,51
24/02/2023;9,71;3,48;28,23
27/02/2023;9,72;3,55;29,00
28/02/2023;9,68;3,72;29,09
01/03/2023;9,46;3,69;29,00
02/03/2023;9,51;3,68;28,95
03/03/2023;9,55;3,80;29,36
06/03/2023;9,51;3,86;29,60
07/03/2023;9,50;3,77;29,11
08/03/2023;9,55;3,82;29,14
09/03/2023;9,54;3,77;29,32
10/03/2023;9,55;3,61;29,27
13/03/2023;9,52;3,34;28,64
14/03/2023;9,68;3,45;29,17
15/03/2023;9,69;3,21;27,68
16/03/2023;9,85;3,29;28,77
17/03/2023;9,73;3,14;28,63
20/03/2023;9,86;3,23;28,51
21/03/2023;9,90;3,38;29,12
22/03/2023;9,85;3,38;29,27
23/03/2023;9,88;3,32;29,66
24/03/2023;9,87;3,22;29,16
27/03/2023;9,97;3,29;29,69
28/03/2023;10,03;3,32;29,40
29/03/2023;10,09;3,38;29,75
30/03/2023;10,16;3,45;30,34
31/03/2023;10,24;3,43;30,90
03/04/2023;10,12;3,44;30,39
04/04/2023;10,18;3,45;30,57
05/04/2023;10,43;3,42;30,77
06/04/2023;10,48;3,52;30,45
07/04/2023;10,48;3,52;30,45
10/04/2023;10,48;3,52;30,45
11/04/2023;10,41;3,42;30,49
12/04/2023;10,49;3,48;30,41
13/04/2023;10,40;3,48;30,97
14/04/2023;10,22;3,61;31,09
17/04/2023;10,25;3,54;31,47
18/04/2023;10,27;3,60;31,45
19/04/2023;10,43;3,64;31,50
20/04/2023;10,54;3,58;31,28
21/04/2023;10,55;3,54;31,42
24/04/2023;10,53;3,54;31,32
25/04/2023;10,54;3,33;31,38
26/04/2023;10,55;3,29;31,52
27/04/2023;10,54;3,28;30,99
28/04/2023;10,50;3,19;31,16
01/05/2023;10,50;3,19;31,16
02/05/2023;10,48;3,10;30,83
03/05/2023;10,45;3,12;31,03
04/05/2023;10,56;3,06;31,43
05/05/2023;10,52;3,15;31,67
08/05/2023;10,52;3,19;32,06
09/05/2023;10,51;3,19;31,43
10/05/2023;10,49;3,14;31,23
11/05/2023;10,49;3,14;31,30
12/05/2023;10,57;3,14;31,49
15/05/2023;10,55;3,15;31,25
16/05/2023;10,56;3,14;30,92
17/05/2023;10,39;3,16;31,28
18/05/2023;10,25;3,18;31,32
19/05/2023;10,36;3,20;31,39
22/05/2023;10,36;3,23;31,65
23/05/2023;10,38;3,23;31,07
24/05/2023;10,34;3,14;30,77
25/05/2023;10,15;3,16;30,80
26/05/2023;10,24;3,20;31,13
29/05/2023;10,21;3,14;31,24
30/05/2023;10,24;3,11;31,45
31/05/2023;10,16;3,05;31,29
01/06/2023;10,26;3,11;31,45
02/06/2023;10,32;3,21;32,15
05/06/2023;10,31;3,18;32,03
06/06/2023;10,41;3,21;31,82
07/06/2023;10,28;3,21;33,63
08/06/2023;10,20;3,23;33,37
09/06/2023;10,24;3,20;33,25
12/06/2023;10,29;3,19;33,76
13/06/2023;10,22;3,19;34,11
14/06/2023;10,31;3,25;34,21
15/06/2023;10,33;3,19;34,65
16/06/2023;10,53;3,22;34,39
19/06/2023;10,43;3,21;33,90
20/06/2023;10,65;3,19;34,11
21/06/2023;10,54;3,20;34,36
22/06/2023;10,48;3,16;34,00
23/06/2023;10,41;3,07;33,90
26/06/2023;10,39;3,08;33,93
27/06/2023;10,51;3,20;34,44
28/06/2023;10,58;3,31;34,47
29/06/2023;10,57;3,34;34,99
30/06/2023;10,65;3,39;35,46
03/07/2023;10,82;3,44;35,20
04/07/2023;10,84;3,38;35,29
05/07/2023;10,54;3,35;35,45
06/07/2023;10,41;3,24;34,07
07/07/2023;10,24;3,26;34,08
10/07/2023;10,19;3,28;34,31
11/07/2023;10,19;3,33;34,44
12/07/2023;10,29;3,47;34,93
13/07/2023;10,39;3,49;34,83
14/07/2023;10,36;3,46;35,04
17/07/2023;10,27;3,45;35,15
18/07/2023;10,23;3,51;34,91
19/07/2023;10,22;3,50;34,22
20/07/2023;10,40;3,53;34,38
21/07/2023;10,55;3,53;34,80
24/07/2023;10,50;3,52;34,49
25/07/2023;10,45;3,54;34,00
26/07/2023;10,46;3,65;34,13
27/07/2023;10,54;3,71;34,75
28/07/2023;10,47;3,68;34,71
31/07/2023;10,39;3,68;34,81
01/08/2023;10,22;3,60;34,34
02/08/2023;9,99;3,53;33,48
03/08/2023;9,84;3,59;33,40
04/08/2023;9,88;3,61;33,64
07/08/2023;9,85;3,62;33,18
08/08/2023;9,92;3,52;33,20
09/08/2023;9,89;3,55;33,47
10/08/2023;10,02;3,65;33,82
11/08/2023;10,01;3,59;33,30
14/08/2023;9,96;3,60;33,56
15/08/2023;9,74;3,57;33,55
16/08/2023;9,80;3,56;33,89
17/08/2023;9,67;3,56;34,00
18/08/2023;9,73;3,55;33,99
21/08/2023;9,70;3,56;34,11
22/08/2023;9,78;3,58;34,49
23/08/2023;9,93;3,53;34,15
24/08/2023;9,94;3,54;33,99
25/08/2023;10,04;3,54;34,21
28/08/2023;10,13;3,64;34,96
29/08/2023;10,29;3,63;35,24
30/08/2023;10,05;3,63;35,32
31/08/2023;10,03;3,60;35,36
01/09/2023;9,92;3,52;35,00
04/09/2023;9,83;3,52;34,95
05/09/2023;9,74;3,50;35,42
06/09/2023;9,78;3,41;35,28
07/09/2023;9,94;3,38;35,07
08/09/2023;9,99;3,41;35,29
11/09/2023;9,90;3,43;35,80
12/09/2023;9,89;3,45;35,79
13/09/2023;9,87;3,45;35,62
14/09/2023;10,07;3,53;35,96
15/09/2023;10,15;3,49;36,19
18/09/2023;10,12;3,45;35,59
19/09/2023;10,19;3,46;35,21
20/09/2023;10,31;3,52;35,79
21/09/2023;10,08;3,51;35,48
22/09/2023;10,03;3,48;35,31
25/09/2023;9,86;3,45;35,19
26/09/2023;9,90;3,43;34,97
27/09/2023;9,73;3,49;35,00
28/09/2023;9,67;3,65;35,57
29/09/2023;9,70;3,62;35,29
02/10/2023;9,40;3,57;35,41
03/10/2023;9,05;3,56;34,97
04/10/2023;9,17;3,52;34,34
05/10/2023;9,28;3,55;34,50
06/10/2023;9,28;3,61;35,19
09/10/2023;9,37;3,51;34,89
10/10/2023;9,62;3,61;35,49
11/10/2023;9,73;3,61;34,62
12/10/2023;9,68;3,59;34,57
13/10/2023;9,67;3,51;34,13
16/10/2023;9,62;3,58;34,53
17/10/2023;9,59;3,57;34,98
18/10/2023;9,50;3,51;34,91
19/10/2023;9,53;3,51;33,96
20/10/2023;9,49;3,46;33,44
23/10/2023;9,42;3,42;34,03
24/10/2023;9,53;3,38;34,29
25/10/2023;9,64;3,46;34,10
26/10/2023;9,63;3,51;33,40
27/10/2023;9,49;3,48;32,65
30/10/2023;9,52;3,57;33,07
31/10/2023;9,61;3,47;32,55
01/11/2023;9,64;3,50;32,97
02/11/2023;9,84;3,59;33,69
03/11/2023;9,78;3,58;33,53
06/11/2023;9,67;3,54;33,18
07/11/2023;9,58;3,52;33,41
08/11/2023;9,58;3,55;34,01
09/11/2023;9,75;3,60;34,50
10/11/2023;9,75;3,61;34,27
13/11/2023;9,80;3,65;34,40
14/11/2023;9,96;3,68;34,93
15/11/2023;9,86;3,67;35,34
16/11/2023;10,07;3,69;35,11
17/11/2023;10,13;3,72;35,66
20/11/2023;10,18;3,73;36,33
21/11/2023;10,11;3,73;36,88
22/11/2023;10,16;3,75;36,87
23/11/2023;10,19;3,76;36,94
24/11/2023;10,24;3,77;37,26
27/11/2023;10,31;3,72;37,14
28/11/2023;10,32;3,78;37,22
29/11/2023;10,35;3,80;37,54
30/11/2023;10,38;3,80;37,83
01/12/2023;10,46;3,84;38,31
04/12/2023;10,54;3,85;38,37
05/12/2023;10,59;3,92;38,53
06/12/2023;10,67;3,96;38,00
07/12/2023;10,75;3,87;37,49
08/12/2023;10,80;3,94;37,88
11/12/2023;10,75;3,94;38,16
12/12/2023;10,70;3,88;38,30
13/12/2023;10,75;3,84;38,21
14/12/2023;10,82;3,88;38,61
15/12/2023;10,76;3,80;38,41
18/12/2023;10,70;3,79;38,41
19/12/2023;10,82;3,79;38,94
20/12/2023;10,76;3,79;39,09
21/12/2023;10,79;3,79;39,15
22/12/2023;10,86;3,81;39,05
25/12/2023;10,86;3,81;39,05
26/12/2023;10,86;3,81;39,05
27/12/2023;10,83;3,81;39,25
28/12/2023;10,82;3,79;39,38
29/12/2023;10,86;3,78;39,43
01/01/2024;10,86;3,78;39,43
02/01/2024;10,87;3,85;39,15
03/01/2024;10,83;3,80;37,95
04/01/2024;11,01;3,88;38,01
05/01/2024;11,02;3,91;37,62
08/01/2024;10,98;3,93;38,07
09/01/2024;10,84;3,89;37,81
10/01/2024;10,81;3,85;38,26
11/01/2024;10,73;3,79;38,19
12/01/2024;10,87;3,80;39,04
15/01/2024;10,86;3,76;38,89
16/01/2024;10,75;3,71;38,76
17/01/2024;10,66;3,66;38,42
18/01/2024;10,49;3,72;38,63
19/01/2024;10,45;3,71;38,87
22/01/2024;10,48;3,73;39,12
23/01/2024;10,29;3,67;38,34
24/01/2024;10,36;3,73;39,01
25/01/2024;10,31;3,63;39,14
26/01/2024;10,21;3,65;38,87
29/01/2024;10,26;3,57;38,92
30/01/2024;10,33;3,66;40,00
31/01/2024;10,40;3,74;39,71
01/02/2024;10,36;3,74;39,55
02/02/2024;10,29;3,88;39,63
05/02/2024;10,26;3,68;38,81
06/02/2024;10,06;3,75;39,07
07/02/2024;9,93;3,68;38,50
08/02/2024;9,89;3,66;38,88
09/02/2024;9,95;3,68;39,06
12/02/2024;10,04;3,71;39,42
13/02/2024;10,02;3,66;39,11
14/02/2024;10,04;3,67;39,21
15/02/2024;10,11;3,67;39,39
16/02/2024;10,03;3,67;39,60
19/02/2024;10,05;3,74;39,67
20/02/2024;10,15;3,80;40,10
21/02/2024;10,18;3,82;40,81
22/02/2024;10,01;3,84;41,04
23/02/2024;9,90;3,83;41,01
26/02/2024;9,79;3,82;41,60
27/02/2024;9,81;3,82;41,04
28/02/2024;9,76;3,86;41,01
29/02/2024;9,89;3,85;41,01
01/03/2024;9,78;3,87;41,10
04/03/2024;9,85;3,86;41,10
05/03/2024;10,01;3,87;40,65
06/03/2024;10,07;3,91;40,95
07/03/2024;10,34;3,98;41,15
08/03/2024;10,23;3,99;40,67
11/03/2024;10,28;3,98;40,37
12/03/2024;10,11;4,06;41,08
13/03/2024;10,20;4,09;44,26
14/03/2024;10,08;4,05;44,76
15/03/2024;10,22;4,12;45,08
18/03/2024;10,23;4,14;44,98
19/03/2024;10,24;4,19;45,82
20/03/2024;10,31;4,19;46,14
21/03/2024;10,36;4,28;46,27
22/03/2024;10,51;4,37;46,23
25/03/2024;10,60;4,41;45,76
26/03/2024;10,65;4,46;45,73
27/03/2024;10,81;4,50;46,66
28/03/2024;10,70;4,52;46,67
29/03/2024;10,70;4,52;46,67
01/04/2024;10,70;4,52;46,67
02/04/2024;10,65;4,52;45,88
03/04/2024;10,62;4,58;46,49
04/04/2024;10,64;4,68;46,01
05/04/2024;10,47;4,59;45,20
08/04/2024;10,41;4,64;45,01
09/04/2024;10,36;4,57;44,20
10/04/2024;10,25;4,58;43,62
11/04/2024;10,36;4,46;43,44
12/04/2024;10,47;4,45;43,66
15/04/2024;10,48;4,47;44,29
16/04/2024;10,36;4,36;43,50
17/04/2024;10,44;4,42;43,58
